Channel              :,CH1,CH2
Frequency            :,2.564KHz,2.560KHz
Period               :,0.390ms,0.391ms
PK-PK                :,9.840V,509.5mV
Average              :,43.56mV,-11.19mV
Vertical pos         :,360.000000mV,0.000000mV
Probe attenuation    :,1X,1X
Voltage per ADC value:,5.000000mV,0.250000mV
Time interval        :,1.00000uS,1.00000uS

index,CH1_Voltage(mV),CH2_Voltage(mV)
1,0.000000,0.000000
2,205.000000,13.250000
3,275.000000,14.250000
4,360.000000,4.750000
5,450.000000,7.250000
6,535.000000,2.750000
7,595.000000,1.250000
8,695.000000,1.750000
9,775.000000,-9.750000
10,805.000000,-40.750000
11,915.000000,-13.250000
12,1015.000000,-24.750000
13,1070.000000,-27.250000
14,1140.000000,-25.750000
15,1250.000000,-28.250000
16,1335.000000,-30.750000
17,1375.000000,-31.750000
18,1470.000000,-39.750000
19,1560.000000,-43.250000
20,1605.000000,-46.250000
21,1675.000000,-51.250000
22,1795.000000,-54.750000
23,1850.000000,-55.250000
24,1915.000000,-59.250000
25,2015.000000,-63.250000
26,2110.000000,-66.750000
27,2155.000000,-66.750000
28,2235.000000,-77.750000
29,2290.000000,-79.250000
30,2380.000000,-75.750000
31,2445.000000,-82.250000
32,2535.000000,-87.250000
33,2585.000000,-91.250000
34,2630.000000,-93.250000
35,2730.000000,-97.750000
36,2805.000000,-94.750000
37,2875.000000,-101.250000
38,2945.000000,-112.250000
39,2995.000000,-107.250000
40,3075.000000,-103.750000
41,3145.000000,-115.250000
42,3195.000000,-116.750000
43,3255.000000,-118.750000
44,3335.000000,-124.750000
45,3415.000000,-126.750000
46,3460.000000,-127.750000
47,3525.000000,-128.750000
48,3580.000000,-128.750000
49,3625.000000,-139.250000
50,3690.000000,-137.750000
51,3740.000000,-136.250000
52,3800.000000,-142.750000
53,3865.000000,-144.750000
54,3925.000000,-150.250000
55,3950.000000,-151.250000
56,4015.000000,-153.250000
57,4070.000000,-149.250000
58,4115.000000,-149.250000
59,4185.000000,-161.250000
60,4210.000000,-161.750000
61,4255.000000,-163.250000
62,4285.000000,-172.750000
63,4360.000000,-172.750000
64,4375.000000,-162.750000
65,4440.000000,-169.750000
66,4475.000000,-174.750000
67,4520.000000,-178.750000
68,4550.000000,-183.250000
69,4585.000000,-178.750000
70,4615.000000,-186.250000
71,4665.000000,-181.250000
72,4685.000000,-181.750000
73,4720.000000,-185.250000
74,4725.000000,-191.250000
75,4790.000000,-182.250000
76,4815.000000,-192.250000
77,4850.000000,-207.250000
78,4855.000000,-202.750000
79,4910.000000,-205.750000
80,4935.000000,-201.750000
81,4980.000000,-203.750000
82,4985.000000,-210.750000
83,5010.000000,-216.750000
84,5050.000000,-215.750000
85,5080.000000,-220.750000
86,5120.000000,-221.250000
87,5140.000000,-214.250000
88,5175.000000,-227.750000
89,5210.000000,-232.750000
90,5245.000000,-230.250000
91,5250.000000,-232.250000
92,5295.000000,-230.250000
93,5315.000000,-233.750000
94,5345.000000,-238.750000
95,5370.000000,-238.750000
96,5390.000000,-237.750000
97,5425.000000,-243.250000
98,5440.000000,-249.750000
99,5455.000000,-247.250000
100,5490.000000,-248.750000
101,5480.000000,-248.750000
102,5515.000000,-250.250000
103,5550.000000,-250.250000
104,5550.000000,-257.250000
105,5580.000000,-259.750000
106,5590.000000,-261.250000
107,5610.000000,-260.750000
108,5625.000000,-265.750000
109,5635.000000,-261.750000
110,5660.000000,-264.250000
111,5650.000000,-274.250000
112,5680.000000,-270.250000
113,5710.000000,-239.250000
114,5690.000000,-268.250000
115,5685.000000,-275.750000
116,5700.000000,-272.250000
117,5700.000000,-273.750000
118,5710.000000,-272.750000
119,5705.000000,-269.250000
120,5705.000000,-270.750000
121,5695.000000,-268.250000
122,5690.000000,-275.250000
123,5710.000000,-269.250000
124,5685.000000,-270.750000
125,5680.000000,-265.250000
