X,CH1,Start,Increment,
Sequence,Volt,-1.400000e-03,2.000000e-06,
0,2.000000e-03,
1,-4.200000e-02,
2,2.000000e-03,
3,-4.200000e-02,
4,-4.400000e-02,
5,8.000000e-03,
6,-3.000000e-02,
7,-6.000001e-03,
8,-3.000000e-02,
9,-8.000000e-03,
10,0.000000e+00,
11,-4.600000e-02,
12,-5.400000e-02,
13,1.000000e-02,
14,-6.000001e-03,
15,-3.000000e-02,
16,-3.400000e-02,
17,-8.000000e-03,
18,2.000000e-03,
19,-4.400000e-02,
20,6.000001e-03,
21,-5.000000e-02,
22,-1.000000e-02,
23,-3.200000e-02,
24,-4.400000e-02,
25,0.000000e+00,
26,1.200000e-02,
27,-5.200000e-02,
28,-3.200000e-02,
29,-8.000000e-03,
30,-8.000000e-03,
31,-3.200000e-02,
32,8.000000e-03,
33,-4.600000e-02,
34,-4.600000e-02,
35,1.400000e-02,
36,-3.000000e-02,
37,-6.000001e-03,
38,-8.000000e-03,
39,-3.000000e-02,
40,6.000001e-03,
41,-5.000000e-02,
42,6.000001e-03,
43,-4.400000e-02,
44,-8.000000e-03,
45,-3.000000e-02,
46,-1.000000e-02,
47,-3.200000e-02,
48,-3.600000e-02,
49,0.000000e+00,
50,2.000000e-03,
51,-5.000000e-02,
52,-6.000001e-03,
53,-3.400000e-02,
54,-4.200000e-02,
55,6.000001e-03,
56,6.000001e-03,
57,-4.800000e-02,
58,-3.000000e-02,
59,-8.000000e-03,
60,-6.000001e-03,
61,-3.200000e-02,
62,0.000000e+00,
63,-4.200000e-02,
64,-4.600000e-02,
65,2.000000e-03,
66,-4.000000e-03,
67,-3.200000e-02,
68,-8.000000e-03,
69,-3.000000e-02,
70,-4.600000e-02,
71,-2.000000e-03,
72,2.000000e-03,
73,-5.400000e-02,
74,-3.200000e-02,
75,-2.000000e-03,
76,-3.000000e-02,
77,-8.000000e-03,
78,4.000000e-03,
79,-4.800000e-02,
80,1.000000e-02,
81,-4.600000e-02,
82,-3.200000e-02,
83,-1.000000e-02,
84,-4.400000e-02,
85,4.000000e-03,
86,4.000000e-03,
87,-5.200000e-02,
88,-3.000000e-02,
89,-6.000001e-03,
90,-8.000000e-03,
91,-3.200000e-02,
92,-4.200000e-02,
93,8.000000e-03,
94,-5.000000e-02,
95,6.000001e-03,
96,-1.000000e-02,
97,-3.000000e-02,
98,-3.400000e-02,
99,-6.000001e-03,
100,4.000000e-03,
101,-4.200000e-02,
102,8.000000e-03,
103,-4.400000e-02,
104,-1.000000e-02,
105,-3.000000e-02,
106,-4.200000e-02,
107,8.000000e-03,
108,-4.200000e-02,
109,8.000000e-03,
110,-3.400000e-02,
111,-8.000000e-03,
112,-8.000000e-03,
113,-3.200000e-02,
114,0.000000e+00,
115,-4.200000e-02,
116,-4.600000e-02,
117,8.000000e-03,
118,-4.000000e-03,
119,-3.200000e-02,
120,-8.000000e-03,
121,-3.200000e-02,
122,2.000000e-03,
123,-4.200000e-02,
124,-4.400000e-02,
125,1.200000e-02,
126,-3.200000e-02,
127,-8.000000e-03,
128,-4.400000e-02,
129,0.000000e+00,
130,1.200000e-02,
131,-4.600000e-02,
132,-3.200000e-02,
133,-6.000001e-03,
134,-3.200000e-02,
135,-6.000001e-03,
136,8.000000e-03,
137,-4.200000e-02,
138,-4.600000e-02,
139,8.000000e-03,
140,-6.000001e-03,
141,-3.000000e-02,
142,-3.200000e-02,
143,-8.000000e-03,
144,-4.000000e-02,
145,4.000000e-03,
146,4.000000e-03,
147,-5.000000e-02,
148,-3.000000e-02,
149,-6.000001e-03,
150,-2.800000e-02,
151,-6.000001e-03,
152,-4.800000e-02,
153,1.600000e-02,
154,-2.000000e-03,
155,-3.400000e-02,
156,-6.000001e-03,
157,-3.200000e-02,
158,-3.800000e-02,
159,2.000000e-03,
160,1.000000e-02,
161,-4.400000e-02,
162,-6.000001e-03,
163,-3.000000e-02,
164,-3.000000e-02,
165,-8.000000e-03,
166,4.000000e-03,
167,-5.200000e-02,
168,-4.600000e-02,
169,6.000001e-03,
170,-8.000000e-03,
171,-3.200000e-02,
172,-6.000001e-03,
173,-3.000000e-02,
174,0.000000e+00,
175,-4.200000e-02,
176,-4.600000e-02,
177,6.000001e-03,
178,-8.000000e-03,
179,-3.000000e-02,
180,-3.800000e-02,
181,4.000000e-03,
182,-4.800000e-02,
183,8.000000e-03,
184,-3.400000e-02,
185,-8.000000e-03,
186,-6.000001e-03,
187,-3.400000e-02,
188,4.000000e-03,
189,-4.400000e-02,
190,8.000000e-03,
191,-4.400000e-02,
192,-3.000000e-02,
193,-6.000001e-03,
194,-6.000001e-03,
195,-3.200000e-02,
196,6.000001e-03,
197,-4.200000e-02,
198,-4.800000e-02,
199,4.000000e-03,
200,-1.000000e-02,
201,-3.000000e-02,
202,2.000000e-03,
203,-4.800000e-02,
204,-4.800000e-02,
205,1.000000e-02,
206,-3.200000e-02,
207,-8.000000e-03,
208,-3.200000e-02,
209,-6.000001e-03,
210,-4.600000e-02,
211,4.000000e-03,
212,6.000001e-03,
213,-4.400000e-02,
214,-8.000000e-03,
215,-3.200000e-02,
216,-3.000000e-02,
217,-6.000001e-03,
218,-4.800000e-02,
219,2.000000e-03,
220,-4.200000e-02,
221,1.200000e-02,
222,-8.000000e-03,
223,-3.400000e-02,
224,4.000000e-03,
225,-4.400000e-02,
226,-5.000000e-02,
227,8.000000e-03,
228,-6.000001e-03,
229,-3.000000e-02,
230,-3.000000e-02,
231,-4.000000e-03,
232,4.000000e-03,
233,-4.200000e-02,
234,8.000000e-03,
235,-5.000000e-02,
236,-3.200000e-02,
237,-8.000000e-03,
238,-3.200000e-02,
239,-6.000001e-03,
240,-5.200000e-02,
241,1.000000e-02,
242,-4.200000e-02,
243,-4.000000e-03,
244,-3.200000e-02,
245,-8.000000e-03,
246,-4.600000e-02,
247,1.000000e-02,
248,6.000001e-03,
249,-4.600000e-02,
250,-4.000000e-03,
251,-3.200000e-02,
252,-8.000000e-03,
253,-3.000000e-02,
254,4.000000e-03,
255,-4.400000e-02,
256,-5.600000e-02,
257,6.000001e-03,
258,-6.000001e-03,
259,-3.400000e-02,
260,-8.000000e-03,
261,-3.200000e-02,
262,-4.000000e-02,
263,1.000000e-02,
264,-3.400000e-02,
265,-6.000001e-03,
266,-2.800000e-02,
267,-6.000001e-03,
268,-4.400000e-02,
269,4.000000e-03,
270,8.000000e-03,
271,-4.600000e-02,
272,-6.000001e-03,
273,-3.200000e-02,
274,-8.000000e-03,
275,-3.000000e-02,
276,-2.000000e-03,
277,-4.600000e-02,
278,8.000000e-03,
279,-5.000000e-02,
280,-8.000000e-03,
281,-3.000000e-02,
282,-4.200000e-02,
283,2.000000e-03,
284,-4.800000e-02,
285,8.000000e-03,
286,-8.000000e-03,
287,-3.000000e-02,
288,-3.000000e-02,
289,-6.000001e-03,
290,-3.800000e-02,
291,4.000000e-03,
292,-4.600000e-02,
293,6.000001e-03,
294,-3.000000e-02,
295,-6.000001e-03,
296,-3.200000e-02,
297,-8.000000e-03,
298,-4.400000e-02,
299,2.000000e-03,
300,-4.400000e-02,
301,6.000001e-03,
302,-6.000001e-03,
303,-3.000000e-02,
304,8.000000e-03,
305,-4.600000e-02,
306,-4.800000e-02,
307,6.000001e-03,
308,-6.000001e-03,
309,-3.000000e-02,
310,-1.000000e-02,
311,-3.200000e-02,
312,-4.600000e-02,
313,4.000000e-03,
314,-4.800000e-02,
315,1.000000e-02,
316,-8.000000e-03,
317,-3.400000e-02,
318,-8.000000e-03,
319,-3.400000e-02,
320,4.000000e-03,
321,-4.400000e-02,
322,-4.800000e-02,
323,0.000000e+00,
324,-8.000000e-03,
325,-3.000000e-02,
326,-4.000000e-02,
327,4.000000e-03,
328,-5.000000e-02,
329,1.200000e-02,
330,-8.000000e-03,
331,-3.200000e-02,
332,-8.000000e-03,
333,-3.000000e-02,
334,-4.000000e-02,
335,8.000000e-03,
336,-4.200000e-02,
337,8.000000e-03,
338,-3.000000e-02,
339,-6.000001e-03,
340,-4.000000e-02,
341,2.000000e-03,
342,-4.800000e-02,
343,1.400000e-02,
344,-6.000001e-03,
345,-2.800000e-02,
346,-3.000000e-02,
347,-4.000000e-03,
348,-4.400000e-02,
349,2.000000e-03,
350,4.000000e-03,
351,-4.600000e-02,
352,-6.000001e-03,
353,-3.400000e-02,
354,-8.000000e-03,
355,-3.200000e-02,
356,-4.200000e-02,
357,4.000000e-03,
358,-4.800000e-02,
359,1.000000e-02,
360,-3.200000e-02,
361,-4.000000e-03,
362,-4.800000e-02,
363,6.000001e-03,
364,-4.600000e-02,
365,6.000001e-03,
366,-6.000001e-03,
367,-3.000000e-02,
368,-8.000000e-03,
369,-3.200000e-02,
370,-4.400000e-02,
371,6.000001e-03,
372,6.000001e-03,
373,-5.400000e-02,
374,-3.000000e-02,
375,-6.000001e-03,
376,-3.000000e-02,
377,-8.000000e-03,
378,1.000000e-02,
379,-4.600000e-02,
380,-3.000000e-02,
381,-6.000001e-03,
382,-1.000000e-02,
383,-3.200000e-02,
384,-4.800000e-02,
385,4.000000e-03,
386,-4.800000e-02,
387,8.000000e-03,
388,-8.000000e-03,
389,-3.200000e-02,
390,-3.200000e-02,
391,-6.000001e-03,
392,2.000000e-03,
393,-5.000000e-02,
394,1.400000e-02,
395,-5.000000e-02,
396,-8.000000e-03,
397,-3.200000e-02,
398,-4.400000e-02,
399,2.000000e-03,
400,1.000000e-02,
401,-5.200000e-02,
402,-3.400000e-02,
403,-6.000001e-03,
404,-3.000000e-02,
405,-4.000000e-03,
406,1.200000e-02,
407,-4.400000e-02,
408,-5.000000e-02,
409,1.000000e-02,
410,-8.000000e-03,
411,-3.000000e-02,
412,-3.000000e-02,
413,-6.000001e-03,
414,1.000000e-02,
415,-5.000000e-02,
416,-4.000000e-03,
417,-3.000000e-02,
418,-6.000001e-03,
419,-3.000000e-02,
420,-4.400000e-02,
421,8.000000e-03,
422,8.000000e-03,
423,-5.600000e-02,
424,-3.000000e-02,
425,-6.000001e-03,
426,-3.800000e-02,
427,-4.000000e-03,
428,-4.200000e-02,
429,6.000001e-03,
430,-5.200000e-02,
431,1.000000e-02,
432,-3.000000e-02,
433,-6.000001e-03,
434,6.000001e-03,
435,-4.200000e-02,
436,-4.600000e-02,
437,1.400000e-02,
438,-6.000001e-03,
439,-3.400000e-02,
440,-6.000001e-03,
441,-3.200000e-02,
442,-5.000000e-02,
443,4.000000e-03,
444,1.600000e-02,
445,-5.000000e-02,
446,-3.000000e-02,
447,-8.000000e-03,
448,-3.000000e-02,
449,-6.000001e-03,
450,-4.800000e-02,
451,1.000000e-02,
452,-3.400000e-02,
453,-6.000001e-03,
454,-6.000001e-03,
455,-3.000000e-02,
456,-4.800000e-02,
457,6.000001e-03,
458,1.400000e-02,
459,-4.800000e-02,
460,-8.000000e-03,
461,-3.200000e-02,
462,-3.200000e-02,
463,-6.000001e-03,
464,1.000000e-02,
465,-4.600000e-02,
466,1.200000e-02,
467,-4.400000e-02,
468,-8.000000e-03,
469,-3.000000e-02,
470,1.000000e-02,
471,-3.600000e-02,
472,8.000000e-03,
473,-5.000000e-02,
474,-6.000001e-03,
475,-3.000000e-02,
476,-3.200000e-02,
477,-8.000000e-03,
478,-4.400000e-02,
479,6.000001e-03,
480,-4.600000e-02,
481,8.000000e-03,
