Channel              :,CH1,CH2
Frequency            :,19.87Hz,19.90Hz
Period               :,50.32ms,50.24ms
PK-PK                :,518.8mV,218.9mV
Probe attenuation    :,1X,1X
Voltage per ADC value:,1.250000mV,0.125000mV
Time interval        :,40.00000uS,40.00000uS

index,CH1_Voltage(mV),CH2_Voltage(mV)
1,-928.750000,185.625000
2,-928.750000,185.625000
3,-922.500000,186.000000
4,-923.750000,186.000000
5,-925.000000,185.750000
6,-921.250000,185.875000
7,-917.500000,185.875000
8,-916.250000,185.625000
9,-917.500000,185.875000
10,-917.500000,185.875000
11,-915.000000,186.125000
12,-912.500000,186.375000
13,-913.750000,186.250000
14,-915.000000,186.625000
15,-916.250000,186.000000
16,-912.500000,186.250000
17,-910.000000,186.000000
18,-907.500000,186.375000
19,-906.250000,186.125000
20,-906.250000,186.250000
21,-902.500000,186.000000
22,-902.500000,186.125000
23,-902.500000,186.375000
24,-900.000000,186.375000
25,-901.250000,186.625000
26,-896.250000,186.125000
27,-898.750000,186.125000
28,-897.500000,186.375000
29,-895.000000,186.750000
30,-897.500000,186.125000
31,-895.000000,186.375000
32,-892.500000,186.250000
33,-890.000000,185.875000
34,-888.750000,186.250000
35,-892.500000,186.250000
36,-886.250000,186.125000
37,-886.250000,186.250000
38,-883.750000,186.250000
39,-881.250000,186.000000
40,-886.250000,185.875000
41,-882.500000,185.750000
42,-878.750000,185.500000
43,-880.000000,186.000000
44,-877.500000,186.125000
45,-881.250000,186.125000
46,-878.750000,185.750000
47,-877.500000,185.875000
48,-875.000000,185.625000
49,-872.500000,185.750000
50,-875.000000,186.000000
51,-872.500000,186.000000
52,-867.500000,185.875000
53,-867.500000,185.625000
54,-866.250000,186.125000
55,-865.000000,185.500000
56,-866.250000,185.625000
57,-866.250000,185.750000
58,-862.500000,185.375000
59,-862.500000,185.875000
60,-862.500000,186.000000
61,-862.500000,185.500000
62,-862.500000,185.500000
63,-858.750000,185.250000
64,-856.250000,185.500000
65,-856.250000,185.500000
66,-856.250000,185.500000
67,-852.500000,185.625000
68,-852.500000,185.125000
69,-852.500000,185.625000
70,-850.000000,185.500000
71,-850.000000,185.125000
72,-851.250000,185.125000
73,-853.750000,184.750000
74,-847.500000,185.500000
75,-846.250000,185.125000
76,-845.000000,185.500000
77,-843.750000,185.125000
78,-840.000000,185.250000
79,-838.750000,185.750000
80,-840.000000,186.000000
81,-836.250000,185.875000
82,-836.250000,185.500000
83,-837.500000,185.750000
84,-837.500000,185.875000
85,-836.250000,185.500000
86,-836.250000,185.375000
87,-832.500000,185.250000
88,-832.500000,185.250000
89,-831.250000,184.875000
90,-828.750000,185.375000
91,-827.500000,185.625000
92,-825.000000,185.375000
93,-826.250000,185.000000
94,-821.250000,184.750000
95,-823.750000,184.875000
96,-823.750000,184.375000
97,-823.750000,184.125000
98,-821.250000,183.750000
99,-822.500000,182.625000
100,-820.000000,182.250000
101,-815.000000,181.125000
102,-813.750000,179.125000
103,-812.500000,177.000000
104,-810.000000,174.250000
105,-811.250000,171.125000
106,-808.750000,168.000000
107,-811.250000,165.000000
108,-810.000000,162.625000
109,-808.750000,160.750000
110,-806.250000,159.625000
111,-803.750000,158.000000
112,-805.000000,157.625000
113,-803.750000,156.875000
114,-797.500000,156.125000
115,-801.250000,155.750000
116,-798.750000,155.500000
117,-800.000000,155.625000
118,-798.750000,154.750000
119,-797.500000,154.750000
120,-800.000000,154.625000
121,-795.000000,154.500000
122,-793.750000,154.125000
123,-788.750000,154.125000
124,-787.500000,153.875000
125,-791.250000,153.750000
126,-790.000000,153.625000
127,-786.250000,153.875000
128,-787.500000,153.625000
129,-787.500000,153.750000
130,-783.750000,153.500000
131,-783.750000,153.125000
132,-782.500000,153.375000
133,-780.000000,153.125000
134,-780.000000,153.125000
135,-776.250000,153.000000
136,-777.500000,152.625000
137,-776.250000,152.625000
138,-778.750000,152.875000
139,-776.250000,152.875000
140,-777.500000,152.625000
141,-776.250000,152.750000
142,-773.750000,152.750000
143,-772.500000,152.500000
144,-768.750000,152.500000
145,-766.250000,152.750000
146,-767.500000,152.375000
147,-767.500000,152.625000
148,-767.500000,152.250000
149,-763.750000,152.375000
150,-763.750000,152.500000
151,-766.250000,152.125000
152,-763.750000,152.000000
153,-762.500000,152.250000
154,-758.750000,152.500000
155,-757.500000,152.375000
156,-758.750000,152.375000
157,-758.750000,151.750000
158,-751.250000,151.750000
159,-755.000000,151.750000
160,-756.250000,152.125000
161,-755.000000,152.250000
162,-755.000000,152.000000
163,-750.000000,152.250000
164,-746.250000,152.125000
165,-746.250000,152.375000
166,-745.000000,152.000000
167,-747.500000,151.750000
168,-745.000000,152.125000
169,-741.250000,151.500000
170,-745.000000,152.000000
171,-740.000000,151.750000
172,-743.750000,151.500000
173,-742.500000,151.500000
174,-740.000000,152.000000
175,-736.250000,152.000000
176,-733.750000,152.000000
177,-728.750000,152.000000
178,-730.000000,151.500000
179,-732.500000,151.125000
180,-727.500000,151.375000
181,-727.500000,151.500000
182,-726.250000,151.750000
183,-725.000000,151.000000
184,-726.250000,151.125000
185,-726.250000,151.125000
186,-723.750000,151.500000
187,-722.500000,151.750000
188,-722.500000,151.625000
189,-726.250000,151.500000
190,-727.500000,151.250000
191,-727.500000,151.500000
192,-726.250000,152.000000
193,-722.500000,151.500000
194,-722.500000,151.625000
195,-725.000000,151.625000
196,-722.500000,151.750000
197,-722.500000,152.000000
198,-722.500000,152.125000
199,-722.500000,152.625000
200,-726.250000,152.125000
201,-725.000000,152.250000
202,-725.000000,152.250000
203,-726.250000,152.625000
204,-721.250000,152.625000
205,-721.250000,152.125000
206,-725.000000,151.875000
207,-721.250000,151.875000
208,-722.500000,152.250000
209,-725.000000,152.375000
210,-727.500000,151.750000
211,-727.500000,151.750000
212,-723.750000,151.750000
213,-727.500000,151.625000
214,-723.750000,152.000000
215,-727.500000,151.500000
216,-723.750000,151.625000
217,-726.250000,151.750000
218,-722.500000,152.125000
219,-725.000000,152.000000
220,-730.000000,152.000000
221,-727.500000,152.125000
222,-728.750000,151.625000
223,-726.250000,151.375000
224,-723.750000,151.375000
225,-728.750000,150.750000
226,-725.000000,150.125000
227,-726.250000,149.625000
228,-728.750000,148.250000
229,-728.750000,148.000000
230,-730.000000,147.000000
231,-728.750000,145.000000
232,-731.250000,142.375000
233,-727.500000,139.750000
234,-727.500000,135.500000
235,-726.250000,130.750000
236,-726.250000,124.125000
237,-728.750000,117.000000
238,-731.250000,108.000000
239,-728.750000,98.125000
240,-730.000000,87.000000
241,-731.250000,75.875000
242,-731.250000,64.000000
243,-731.250000,52.500000
244,-732.500000,41.375000
245,-727.500000,31.625000
246,-727.500000,22.000000
247,-731.250000,14.250000
248,-730.000000,7.500000
249,-732.500000,0.625000
250,-735.000000,-5.625000
251,-732.500000,-10.500000
252,-735.000000,-14.375000
253,-733.750000,-18.375000
254,-733.750000,-21.000000
255,-736.250000,-24.250000
256,-732.500000,-25.750000
257,-733.750000,-27.250000
258,-731.250000,-28.250000
259,-735.000000,-28.500000
260,-737.500000,-29.250000
261,-737.500000,-29.125000
262,-738.750000,-28.875000
263,-737.500000,-28.875000
264,-735.000000,-27.750000
265,-736.250000,-27.125000
266,-735.000000,-26.250000
267,-733.750000,-24.750000
268,-740.000000,-24.250000
269,-738.750000,-22.500000
270,-742.500000,-21.750000
271,-741.250000,-20.750000
272,-745.000000,-19.750000
273,-741.250000,-19.125000
274,-742.500000,-17.375000
275,-738.750000,-16.750000
276,-742.500000,-15.875000
277,-742.500000,-15.000000
278,-745.000000,-14.250000
279,-745.000000,-13.000000
280,-748.750000,-12.500000
281,-747.500000,-11.000000
282,-746.250000,-10.750000
283,-743.750000,-10.250000
284,-745.000000,-9.000000
285,-747.500000,-8.125000
286,-745.000000,-7.375000
287,-747.500000,-7.125000
288,-748.750000,-6.250000
289,-752.500000,-5.750000
290,-751.250000,-5.125000
291,-752.500000,-4.250000
292,-755.000000,-3.750000
293,-750.000000,-3.000000
294,-751.250000,-2.625000
295,-748.750000,-1.125000
296,-750.000000,-0.125000
297,-751.250000,1.625000
298,-756.250000,3.250000
299,-755.000000,4.875000
300,-757.500000,7.125000
301,-757.500000,9.375000
302,-757.500000,12.125000
303,-756.250000,14.375000
304,-756.250000,16.750000
305,-760.000000,17.750000
306,-756.250000,19.625000
307,-761.250000,21.500000
308,-761.250000,22.375000
309,-760.000000,23.500000
310,-762.500000,23.625000
311,-763.750000,23.250000
312,-760.000000,23.750000
313,-760.000000,23.750000
314,-758.750000,24.125000
315,-762.500000,24.000000
316,-765.000000,24.375000
317,-766.250000,24.875000
318,-768.750000,25.875000
319,-766.250000,26.625000
320,-767.500000,28.000000
321,-768.750000,28.875000
322,-766.250000,30.000000
323,-765.000000,30.750000
324,-768.750000,31.875000
325,-768.750000,33.125000
326,-771.250000,34.250000
327,-773.750000,35.500000
328,-773.750000,36.375000
329,-775.000000,37.750000
330,-778.750000,38.875000
331,-775.000000,39.750000
332,-776.250000,41.125000
333,-776.250000,42.125000
334,-775.000000,42.750000
335,-772.500000,44.000000
336,-777.500000,45.125000
337,-778.750000,46.125000
338,-781.250000,47.125000
339,-780.000000,48.625000
340,-783.750000,49.750000
341,-785.000000,50.750000
342,-782.500000,51.500000
343,-782.500000,52.125000
344,-782.500000,52.875000
345,-782.500000,54.125000
346,-785.000000,54.875000
347,-787.500000,55.750000
348,-785.000000,57.375000
349,-787.500000,58.125000
350,-791.250000,59.000000
351,-792.500000,59.875000
352,-791.250000,60.500000
353,-791.250000,61.625000
354,-788.750000,62.000000
355,-790.000000,63.000000
356,-790.000000,64.125000
357,-792.500000,64.875000
358,-792.500000,66.000000
359,-793.750000,66.875000
360,-793.750000,67.500000
361,-795.000000,68.750000
362,-798.750000,69.625000
363,-797.500000,70.125000
364,-801.250000,70.625000
365,-798.750000,71.750000
366,-788.750000,72.750000
367,-797.500000,73.250000
368,-797.500000,73.875000
369,-800.000000,75.125000
370,-802.500000,75.875000
371,-803.750000,76.750000
372,-805.000000,77.750000
373,-805.000000,78.125000
374,-806.250000,79.250000
375,-810.000000,80.250000
376,-807.500000,80.625000
377,-807.500000,81.500000
378,-807.500000,82.125000
379,-807.500000,83.000000
380,-805.000000,83.500000
381,-807.500000,83.625000
382,-811.250000,84.750000
383,-810.000000,85.250000
384,-812.500000,86.125000
385,-816.250000,87.125000
386,-818.750000,87.750000
387,-818.750000,88.125000
388,-821.250000,89.000000
389,-820.000000,90.125000
390,-820.000000,90.750000
391,-821.250000,90.750000
392,-818.750000,91.750000
393,-822.500000,92.375000
394,-821.250000,93.250000
395,-821.250000,94.000000
396,-822.500000,95.000000
397,-823.750000,95.250000
398,-825.000000,95.500000
399,-825.000000,96.375000
400,-827.500000,96.750000
401,-828.750000,97.500000
402,-828.750000,98.250000
403,-826.250000,99.000000
404,-827.500000,99.875000
405,-827.500000,99.875000
406,-827.500000,100.875000
407,-832.500000,100.625000
408,-828.750000,102.125000
409,-833.750000,102.625000
410,-835.000000,103.375000
411,-837.500000,104.250000
412,-835.000000,105.000000
413,-838.750000,105.750000
414,-831.250000,106.250000
415,-840.000000,106.875000
416,-836.250000,107.125000
417,-842.500000,107.500000
418,-835.000000,107.750000
419,-841.250000,108.500000
420,-840.000000,109.500000
