Channel              :,CH1,CH2
Frequency            :,9.934Hz,20.33Hz
Period               :,0.101s,49.20ms
PK-PK                :,551.5mV,283.5mV
Probe attenuation    :,1X,1X
Voltage per ADC value:,0.500000mV,0.125000mV
Time interval        :,40.00000uS,40.00000uS

index,CH1_Voltage(mV),CH2_Voltage(mV)
1,-101.500000,-143.750000
2,-101.500000,-143.750000
3,-99.000000,-142.875000
4,-99.000000,-141.625000
5,-98.500000,-139.875000
6,-96.000000,-138.625000
7,-92.500000,-137.375000
8,-90.000000,-136.250000
9,-89.500000,-135.125000
10,-90.000000,-134.625000
11,-87.000000,-133.625000
12,-82.000000,-132.750000
13,-82.500000,-131.375000
14,-83.000000,-129.750000
15,-79.000000,-128.375000
16,-77.000000,-127.375000
17,-76.000000,-126.875000
18,-75.000000,-125.250000
19,-74.500000,-124.750000
20,-69.500000,-123.375000
21,-68.500000,-122.000000
22,-70.000000,-121.500000
23,-67.500000,-119.875000
24,-63.500000,-119.125000
25,-62.000000,-117.125000
26,-60.000000,-116.875000
27,-60.500000,-115.875000
28,-57.000000,-114.875000
29,-57.000000,-114.000000
30,-54.500000,-112.875000
31,-54.500000,-111.625000
32,-54.000000,-110.250000
33,-49.000000,-109.125000
34,-49.000000,-108.125000
35,-49.500000,-106.875000
36,-49.000000,-106.250000
37,-44.000000,-104.625000
38,-42.000000,-104.000000
39,-42.000000,-102.875000
40,-41.000000,-102.375000
41,-40.000000,-101.375000
42,-36.000000,-100.500000
43,-34.500000,-99.750000
44,-36.500000,-98.750000
45,-35.000000,-97.750000
46,-32.000000,-97.125000
47,-32.500000,-96.250000
48,-32.000000,-94.875000
49,-30.000000,-93.875000
50,-25.500000,-92.625000
51,-25.500000,-91.500000
52,-27.000000,-91.125000
53,-27.000000,-90.250000
54,-22.500000,-89.500000
55,-22.000000,-88.375000
56,-21.000000,-87.375000
57,-18.500000,-86.875000
58,-16.500000,-85.500000
59,-16.000000,-85.000000
60,-17.000000,-84.375000
61,-14.500000,-83.500000
62,-11.500000,-82.750000
63,-12.500000,-82.000000
64,-12.000000,-80.125000
65,-10.000000,-79.125000
66,-7.000000,-78.625000
67,-8.000000,-77.875000
68,-7.500000,-76.375000
69,-8.000000,-76.000000
70,-5.500000,-75.375000
71,-4.000000,-74.375000
72,-5.000000,-73.000000
73,-4.000000,-72.250000
74,-1.000000,-71.500000
75,-2.000000,-71.750000
76,-2.000000,-70.500000
77,2.500000,-69.375000
78,1.500000,-68.625000
79,-0.500000,-67.875000
80,1.500000,-67.250000
81,3.000000,-65.875000
82,7.000000,-65.000000
83,5.500000,-64.250000
84,3.500000,-63.500000
85,9.500000,-63.500000
86,8.500000,-62.750000
87,9.000000,-61.875000
88,9.000000,-60.875000
89,11.000000,-59.750000
90,13.000000,-59.500000
91,7.500000,-58.500000
92,11.000000,-58.000000
93,14.500000,-57.375000
94,13.500000,-56.625000
95,11.000000,-55.750000
96,14.000000,-55.125000
97,16.500000,-54.125000
98,14.500000,-53.500000
99,13.000000,-52.750000
100,15.000000,-52.375000
101,17.000000,-52.000000
102,14.000000,-50.875000
103,14.500000,-49.875000
104,16.000000,-49.125000
105,18.500000,-48.500000
106,14.500000,-47.875000
107,14.500000,-47.375000
108,15.000000,-46.625000
109,17.500000,-46.000000
110,16.000000,-45.250000
111,14.500000,-44.500000
112,15.500000,-43.875000
113,17.000000,-42.875000
