Channel              :,CH1,CH2
Frequency            :,19.90Hz,19.90Hz
Period               :,50.24ms,50.24ms
PK-PK                :,682.5mV,59.78mV
Probe attenuation    :,1X,1X
Voltage per ADC value:,1.250000mV,0.025000mV
Time interval        :,40.00000uS,40.00000uS

index,CH1_Voltage(mV),CH2_Voltage(mV)
1,-655.000000,35.349998
2,-655.000000,35.349998
3,-648.750000,35.275002
4,-650.000000,34.924999
5,-650.000000,34.674999
6,-646.250000,34.625000
7,-647.500000,34.875000
8,-641.250000,34.549999
9,-645.000000,34.450001
10,-642.500000,34.549999
11,-640.000000,34.174999
12,-637.500000,34.125000
13,-638.750000,34.250000
14,-633.750000,34.174999
15,-633.750000,34.275002
16,-632.500000,34.125000
17,-628.750000,34.299999
18,-632.500000,34.424999
19,-628.750000,33.950001
20,-631.250000,33.875000
21,-625.000000,34.224998
22,-620.000000,34.299999
23,-625.000000,34.325001
24,-622.500000,34.525002
25,-617.500000,34.650002
26,-616.250000,34.775002
27,-617.500000,34.875000
28,-612.500000,34.825001
29,-617.500000,34.549999
30,-613.750000,34.950001
31,-611.250000,34.700001
32,-607.500000,35.025002
33,-606.250000,35.150002
34,-607.500000,35.174999
35,-605.000000,35.250000
36,-600.000000,35.075001
37,-598.750000,35.049999
38,-600.000000,35.200001
39,-596.250000,34.900002
40,-597.500000,34.900002
41,-597.500000,34.799999
42,-593.750000,34.700001
43,-592.500000,34.799999
44,-587.500000,34.299999
45,-592.500000,34.424999
46,-588.750000,34.525002
47,-586.250000,34.924999
48,-585.000000,34.650002
49,-585.000000,34.849998
50,-581.250000,34.750000
51,-582.500000,35.099998
52,-581.250000,34.924999
53,-577.500000,35.224998
54,-577.500000,34.924999
55,-576.250000,34.650002
56,-572.500000,34.799999
57,-572.500000,35.025002
58,-571.250000,35.025002
59,-568.750000,34.750000
60,-565.000000,34.900002
61,-565.000000,35.049999
62,-566.250000,35.200001
63,-565.000000,35.075001
64,-560.000000,35.125000
65,-561.250000,35.299999
66,-558.750000,35.075001
67,-561.250000,34.974998
68,-553.750000,35.250000
69,-553.750000,35.125000
70,-557.500000,35.224998
71,-552.500000,34.900002
72,-550.000000,34.825001
73,-551.250000,35.025002
74,-547.500000,35.000000
75,-546.250000,35.099998
76,-545.000000,34.849998
77,-543.750000,34.674999
78,-542.500000,34.525002
79,-543.750000,34.549999
80,-537.500000,34.625000
81,-541.250000,34.950001
82,-537.500000,35.099998
83,-535.000000,35.275002
84,-533.750000,35.099998
85,-532.500000,35.150002
86,-527.500000,35.075001
87,-530.000000,35.250000
88,-526.250000,35.474998
89,-526.250000,35.575001
90,-530.000000,35.724998
91,-521.250000,35.400002
92,-526.250000,35.450001
93,-521.250000,35.325001
94,-515.000000,35.200001
95,-513.750000,35.625000
96,-508.750000,35.424999
97,-507.500000,35.375000
98,-508.750000,35.375000
99,-506.250000,35.349998
100,-507.500000,35.299999
101,-507.500000,35.275002
102,-502.500000,35.325001
103,-501.250000,35.424999
104,-505.000000,35.325001
105,-503.750000,35.299999
106,-503.750000,35.474998
107,-503.750000,35.924999
108,-503.750000,35.849998
109,-505.000000,35.775002
110,-502.500000,35.900002
111,-500.000000,35.525002
112,-503.750000,35.599998
113,-503.750000,35.549999
114,-503.750000,35.125000
115,-506.250000,35.099998
116,-502.500000,35.025002
117,-503.750000,34.875000
118,-506.250000,34.950001
119,-503.750000,35.000000
120,-505.000000,34.950001
121,-505.000000,35.400002
122,-503.750000,35.099998
123,-502.500000,35.000000
124,-505.000000,35.325001
125,-502.500000,35.375000
126,-502.500000,35.400002
127,-510.000000,35.599998
128,-502.500000,35.599998
129,-503.750000,35.424999
130,-502.500000,35.924999
131,-502.500000,35.875000
132,-506.250000,35.724998
133,-505.000000,35.650002
134,-500.000000,35.349998
135,-508.750000,35.325001
136,-503.750000,35.299999
137,-503.750000,35.474998
138,-505.000000,35.599998
139,-503.750000,35.375000
140,-506.250000,35.150002
141,-507.500000,35.424999
142,-507.500000,35.674999
143,-505.000000,36.025002
144,-507.500000,36.500000
145,-506.250000,37.174999
146,-508.750000,38.200001
147,-508.750000,38.825001
148,-506.250000,39.424999
149,-510.000000,39.549999
150,-507.500000,39.825001
151,-506.250000,39.224998
152,-510.000000,38.375000
153,-510.000000,36.599998
154,-510.000000,34.549999
155,-512.500000,31.900000
156,-513.750000,28.500000
157,-512.500000,24.575001
158,-516.250000,20.500000
159,-508.750000,16.100000
160,-512.500000,11.600000
161,-512.500000,7.100000
162,-510.000000,3.150000
163,-511.250000,-0.250000
164,-515.000000,-3.525000
165,-513.750000,-6.325000
166,-517.500000,-8.950000
167,-516.250000,-10.350000
168,-512.500000,-11.550000
169,-517.500000,-13.175000
170,-518.750000,-14.425000
171,-513.750000,-15.800000
172,-516.250000,-16.150000
173,-516.250000,-16.900000
174,-515.000000,-17.575001
175,-521.250000,-18.100000
176,-520.000000,-18.600000
177,-515.000000,-18.375000
178,-518.750000,-18.250000
179,-517.500000,-18.625000
180,-522.500000,-18.125000
181,-526.250000,-18.500000
182,-521.250000,-18.850000
183,-522.500000,-18.924999
184,-522.500000,-18.799999
185,-520.000000,-19.075001
186,-522.500000,-18.775000
187,-523.750000,-18.950001
188,-523.750000,-19.125000
189,-525.000000,-19.049999
190,-525.000000,-19.125000
191,-525.000000,-19.174999
192,-526.250000,-19.299999
