Channel              :,CH1,CH2
Frequency            :,9.947Hz,9.940Hz
Period               :,0.101s,0.101s
PK-PK                :,557.5mV,282.8mV
Probe attenuation    :,1X,1X
Voltage per ADC value:,0.500000mV,0.125000mV
Time interval        :,40.00000uS,40.00000uS

index,CH1_Voltage(mV),CH2_Voltage(mV)
1,-121.500000,8.375000
2,-121.500000,8.375000
3,-121.500000,9.500000
4,-122.000000,11.000000
5,-123.000000,12.000000
6,-119.500000,12.625000
7,-118.500000,13.500000
8,-114.000000,14.625000
9,-109.500000,15.000000
10,-110.000000,15.875000
11,-107.500000,16.750000
12,-105.000000,17.500000
13,-104.000000,18.500000
14,-104.500000,19.500000
15,-104.500000,20.250000
16,-103.500000,21.000000
17,-99.000000,22.125000
18,-95.000000,22.625000
19,-91.500000,23.375000
20,-91.000000,24.000000
21,-89.500000,24.750000
22,-90.000000,25.500000
23,-89.000000,26.625000
24,-88.500000,27.250000
25,-90.500000,27.875000
26,-86.000000,28.500000
27,-80.500000,28.750000
28,-76.500000,29.375000
29,-76.000000,30.250000
30,-75.000000,31.875000
31,-76.000000,32.000000
32,-75.000000,32.875000
33,-73.500000,33.625000
34,-72.500000,34.250000
35,-69.000000,34.375000
36,-68.000000,35.375000
37,-62.000000,35.875000
38,-60.500000,36.375000
39,-59.500000,37.500000
40,-62.000000,38.500000
41,-62.500000,39.000000
42,-60.000000,39.250000
43,-59.000000,39.750000
44,-54.500000,40.500000
45,-52.000000,40.625000
46,-51.000000,41.875000
47,-49.000000,41.625000
48,-47.000000,42.625000
49,-46.000000,43.375000
50,-48.500000,43.875000
51,-47.500000,44.625000
52,-47.000000,44.750000
53,-41.500000,45.250000
54,-39.000000,45.875000
55,-39.000000,46.500000
56,-36.500000,47.000000
57,-37.500000,47.500000
58,-38.500000,48.500000
59,-37.000000,49.000000
60,-35.500000,49.875000
61,-35.000000,50.250000
62,-31.000000,50.875000
63,-28.500000,51.375000
64,-26.500000,51.875000
65,-27.000000,52.750000
66,-28.000000,53.750000
67,-26.500000,53.875000
68,-26.500000,53.750000
69,-27.000000,54.250000
70,-23.500000,55.125000
71,-23.000000,55.875000
72,-19.000000,56.375000
73,-17.000000,56.750000
74,-16.500000,57.375000
75,-17.000000,57.625000
76,-20.500000,58.000000
77,-18.000000,58.000000
78,-16.000000,58.625000
79,-12.500000,59.125000
80,-11.000000,59.625000
81,-10.500000,60.125000
82,-8.500000,60.500000
83,-9.000000,61.125000
84,-9.000000,61.125000
85,-9.500000,61.750000
86,-9.500000,62.250000
87,-6.500000,62.625000
88,-4.000000,63.500000
89,-3.000000,64.000000
90,-3.000000,64.000000
91,-3.500000,64.250000
92,-4.500000,64.875000
93,-2.000000,65.250000
94,-3.000000,65.375000
95,0.000000,66.125000
96,0.500000,66.625000
97,3.000000,66.375000
98,6.500000,66.875000
99,4.000000,67.250000
100,3.500000,67.500000
101,1.500000,68.000000
102,2.500000,68.125000
103,7.000000,68.625000
104,9.000000,69.250000
105,12.000000,70.000000
106,9.500000,70.500000
107,9.500000,70.500000
108,9.000000,71.500000
109,7.000000,71.875000
110,8.000000,72.125000
111,11.500000,72.500000
112,14.500000,72.875000
113,14.500000,73.250000
114,15.500000,73.500000
115,13.500000,74.250000
116,13.000000,74.750000
117,12.000000,74.875000
118,12.500000,74.625000
119,16.500000,75.250000
120,18.000000,76.125000
121,18.500000,76.125000
122,16.500000,76.500000
123,17.000000,76.750000
124,15.500000,77.625000
125,17.000000,78.250000
126,17.000000,78.125000
127,21.500000,78.500000
128,23.000000,78.500000
129,22.500000,78.625000
130,19.500000,79.250000
131,18.000000,79.750000
132,19.000000,80.250000
133,22.000000,80.000000
134,23.500000,80.375000
135,25.500000,80.750000
136,25.000000,81.125000
137,25.000000,81.250000
138,20.500000,81.500000
139,24.500000,82.250000
140,26.000000,82.625000
141,26.500000,83.000000
142,27.500000,82.875000
143,29.000000,83.125000
144,25.500000,83.250000
145,23.500000,83.750000
146,22.500000,84.125000
147,25.500000,85.000000
148,28.000000,85.000000
149,31.000000,85.000000
150,30.000000,85.375000
151,29.000000,86.125000
152,25.000000,85.500000
153,25.500000,86.500000
154,29.000000,86.875000
155,31.500000,87.625000
156,31.000000,87.375000
157,31.500000,87.625000
158,30.500000,87.750000
159,29.500000,88.000000
160,27.500000,88.500000
161,27.500000,89.000000
162,30.000000,88.875000
163,32.500000,89.375000
164,32.500000,90.125000
165,34.000000,90.500000
166,29.000000,90.500000
167,30.000000,90.500000
168,31.000000,90.625000
169,31.500000,90.750000
170,33.000000,91.500000
171,35.500000,92.250000
172,34.500000,92.125000
173,33.000000,92.625000
174,31.500000,93.000000
175,32.000000,93.000000
176,31.000000,93.750000
177,31.500000,93.500000
178,33.500000,93.875000
179,36.500000,94.250000
180,34.000000,94.750000
181,33.500000,94.375000
182,29.500000,94.375000
183,32.500000,94.750000
184,35.000000,94.875000
185,32.500000,95.375000
186,34.000000,95.625000
187,36.000000,96.000000
188,34.500000,96.250000
189,34.500000,96.125000
190,31.500000,96.375000
191,31.500000,96.375000
192,34.000000,97.000000
193,36.000000,97.250000
194,38.500000,97.750000
195,36.000000,97.750000
196,33.500000,98.000000
197,33.000000,98.125000
198,33.000000,98.375000
199,34.500000,98.625000
200,33.000000,99.250000
201,37.500000,99.750000
202,36.500000,99.750000
203,37.500000,100.250000
204,34.500000,100.750000
205,32.000000,100.625000
206,33.000000,101.000000
207,34.000000,100.500000
208,36.000000,100.750000
209,37.000000,101.375000
210,36.000000,101.250000
211,34.000000,101.500000
212,32.000000,101.875000
213,33.000000,102.375000
214,33.000000,102.250000
215,35.000000,102.750000
216,36.500000,102.875000
217,39.000000,103.000000
218,36.500000,103.250000
219,33.000000,103.500000
220,30.500000,103.750000
221,31.000000,103.750000
222,35.500000,104.000000
223,36.500000,104.250000
224,37.000000,104.250000
225,35.500000,104.750000
